source,target
"Heavy Metal, Death Metal, Black Metal","Death Metal, Black Metal"
"Heavy Metal, Death Metal, Black Metal","Death Metal, Black Metal, Heavy Metal, Alternative"
"Pop-punk, Emo","Punk, Emo"
"Pop-punk, Emo","pop-punk, emo"
Classic rock,"Classic rock, Pop"
"Funk, Fusion",Funk Fusion
"Country, Pop",Country-pop
"Country, Pop",Country Pop
"Food & Beverage, Festivals & Fairs","Food & Beverage, Festivals & Fairs, Performing Arts"
"Food & Beverage, Festivals & Fairs","Food & Beverage, Festivals & Fairs, Music"
Dance music,Dance & Music
Dance music,"Dance, Music"
Jazz-fusion,Jazz Fusion
"Rock, Digicore, Hardcore Hip Hop","Digicore, Hardcore Hip Hop"
"Soul, Indie, Pop","R&B/Soul, Indie"
"House Music, EDM","Music, EDM, Dance"
"House Music, EDM","House music, EDM, Dance"
"EDM, Classical, Ambient, World Music","EDM, classical, ambient, world music"
"Art, Crafts",Art & Crafts
Classes & Workshops,"Dancing, Classes & Workshops"
Classical Music,"Classical, Music"
Classical Music,classical music
"House, techno, trance, experimental club music.","House, techno, trance, experimental club music"
"Alternative Rock, Indie Rock, Rock","Alternative Rock, Rock"
"Alternative Rock, Indie Rock, Rock","K-pop, Pop"
"Alternative Rock, Indie Rock, Rock","Alternative Rock, Indie"
"Alternative Rock, Indie Rock, Rock",Indie / Alternative / Rock
"Alternative Rock, Indie Rock, Rock","Alternative Rock, Indie Rock, Pop"
"Alternative Rock, Indie Rock, Rock","Pop, K-Pop"
"Alternative Rock, Indie Rock, Rock","K-Pop, Pop"
"Alternative Rock, Indie Rock, Rock","Alternative Rock, Indie Rock"
"Alternative Rock, Indie Rock, Rock","Alternative rock, indie rock"
"Alternative Rock, Indie Rock, Rock","Pop Rock, Indie Pop"
"Alternative Rock, Indie Rock, Rock","K-Pop, R&B, Pop"
"Alternative Rock, Indie Rock, Rock","Pop, Indie"
"Alternative Rock, Indie Rock, Rock","Country Pop, Indie Pop"
"Alternative Rock, Indie Rock, Rock","Pop, Indie Pop"
"Alternative Rock, Indie Rock, Rock","Rock, Indie Pop"
"Alternative Rock, Indie Rock, Rock","Indie Rock, Indie Pop"
"Alternative Rock, Indie Rock, Rock","Alternative Rock, Indie Pop, Indie Rock"
"Alternative Rock, Indie Rock, Rock","Folk Rock, Indie Rock"
"Alternative Rock, Indie Rock, Rock",Indie pop/rock
"Alternative Rock, Indie Rock, Rock","Pop, Pop Punk"
"Alternative Rock, Indie Rock, Rock","Rock, Indie Rock"
"Alternative Rock, Indie Rock, Rock","Alternative, rock, indie"
"Alternative Rock, Indie Rock, Rock",Indie pop-rock
"Alternative Rock, Indie Rock, Rock","Folk-pop, Indie-pop"
"Alternative Rock, Indie Rock, Rock","Rock, Indie, Alternative"
"Alternative Rock, Indie Rock, Rock","Pop, K-pop, R&B"
"Alternative Rock, Indie Rock, Rock","Indie, Alternative"
"Alternative Rock, Indie Rock, Rock","Punk rock, Indie rock"
"Alternative Rock, Indie Rock, Rock","Alternative Rock, Indie Pop"
"Alternative Rock, Indie Rock, Rock","Rock, Indie & Alternative"
"Alternative Rock, Indie Rock, Rock","Pop, Indie-Rock"
"Alternative Rock, Indie Rock, Rock","K-pop, Pop Punk"
Culinary Arts,CULINARY Arts
Culinary Arts,Culinary arts
Culinary Arts,"Cooking, Culinary Arts"
Art & Craft,"Art, Craft"
"Pop, Rock, Alternative Rock","Indie, Rock, Alternative"
"Pop, Rock, Alternative Rock","Pop, Rock, Alternative"
"Pop, Rock, Alternative Rock","Indie rock, alternative rock, folk"
"Pop, Rock, Alternative Rock","Indie Rock, Alternative"
"Pop, Rock, Alternative Rock","indie rock, alternative, electronic"
"Pop, Rock, Alternative Rock","Indie Rock, Alternative Rock"
"Pop, Rock, Alternative Rock","Folk, Indie Rock, Alternative Rock"
"Pop, Rock, Alternative Rock","Rock, Alternative Rock"
"Pop, Rock, Alternative Rock","Rock, Alternative"
"Pop, Rock, Alternative Rock",Rock/Alternative
"Pop, Rock, Alternative Rock","Folk Rock, Alternative"
"Pop, Rock, Alternative Rock","Pop-rock, Alternative"
"Pop, Rock, Alternative Rock","Blues-Rock, Alternative"
"Pop, Rock, Alternative Rock","Folk Rock, Alternative Rock"
"Emo-punk, Midwest emo, punk, alternative rock","emo-punk, Midwest emo, punk, alternative rock"
"Blues-Rock, Alternative","Indie, Rock, Alternative"
"Blues-Rock, Alternative","Pop, Rock, Alternative"
"Blues-Rock, Alternative","Indie rock, alternative rock, folk"
"Blues-Rock, Alternative","Indie Rock, Alternative"
"Blues-Rock, Alternative","indie rock, alternative, electronic"
"Blues-Rock, Alternative","Indie Rock, Alternative Rock"
"Blues-Rock, Alternative","Folk, Indie Rock, Alternative Rock"
"Blues-Rock, Alternative","Rock, Alternative"
"Blues-Rock, Alternative","Rock, Alternative Rock"
"Blues-Rock, Alternative",Rock/Alternative
"Blues-Rock, Alternative","Folk Rock, Alternative"
"Blues-Rock, Alternative","Pop-rock, Alternative"
"Blues-Rock, Alternative","Folk Rock, Alternative Rock"
"Rock, darkwave, goth, synth-pop","Rock, Darkwave, Goth, Synth-pop"
"Rock, darkwave, goth, synth-pop","Rock, Darkwave, Goth, Synth-Pop"
Classical/Opera,"Classical, Opera"
"EDM, Live Music","EDM, live music"
Death Metal,"Black Metal, Death Metal"
Death Metal,Death metal
Death Metal,Metal / Death Metal
Death Metal,"Death Metal, Black Metal, Heavy Metal"
Death Metal,"Heavy Metal, Death Metal, Black Metal, Rock"
Death Metal,"Metal, Death Metal, Black Metal, Heavy Metal"
Death Metal,"Death Metal, Black Metal"
Death Metal,"Death Metal, Black Metal, Heavy Metal, Alternative"
"Folk, Roots Music","Blues, Folk, Roots"
"Folk, Roots Music","Folk, Roots"
Martial Arts,Mixed Martial Arts
Martial Arts,"Workshops, Martial Arts"
Choral music,"Choral music, Classical"
Choral music,Choral Music
"Music, Art, Community","Art, Community"
"Indie-rock, emo","Indie rock, Emo"
"Indie-rock, emo","Indie Rock, Emo, Alt Rock"
"Post-Punk Darkwave, Electrohaze, Goth-Pop Darkwave","Post-Punk, Darkwave, Electrohaze, Goth-Pop Darkwave"
"Grunge, Dream Pop","Indie Rock, Grunge, Dream Pop"
Visual Arts,"Visual Arts, Multimedia"
Visual Arts,"Workshops, Visual Arts"
"Punk, Psychobilly, Alternative Rock, Hardcore Punk, Anti-Folk, Blues Revival, Oi!","Punk, Psychobilly, Alternative Rock, Hardcore Punk, Anti-Folk"
Culinary event; Blues,Culinary Event
Jazz / Improvised Music,"Jazz, Improvised Music"
"Poetry, Hip Hop","Poetry, Hip Hop, Live Music"
Heavy Metal,"Metal, Heavy Metal"
Heavy Metal,"EDM, Heavy Metal"
Heavy Metal,"Blues, Heavy Metal"
"Electronic, Hip-hop","R&B, electronic, hip-hop"
"Theatre, Comedy","Theatre, Comedy, Supernatural, Horror"
"Reggaeton, Latin","Reggaeton, Latin music"
"Jazz, Neo-Soul","R&B, Jazz, Neo-Soul"
"Alternative, Indie Rock","Indie Pop, Alternative"
"Alternative, Indie Rock","Indie Pop, Alternative Rock"
"Alternative, Indie Rock","Pop, Alternative, Indie Pop"
"Alternative, Indie Rock","Alternative, Indie Pop"
"Spoken Word, Poetry","Spoken word, Poetry"
"Spoken Word, Poetry","Spoken Word, Poetry, Music"
"Spoken Word, Poetry",Spoken word poetry
"Spoken Word, Poetry",Spoken Word Poetry
"Spoken Word, Poetry","Spoken Word, Poetry, Comedy"
"Spoken Word, Poetry","Spoken word, Poetry, Music, Comedy"
Hard Techno,Hard techno
Hard Techno,HARD TECHNO
"Punk, Rock",Punk rock
"R&B, Neo-Soul","Neo-soul, R&B"
"R&B, Neo-Soul",Neo Soul
"Live music, Art","live music, art"
"Live music, Art","Live Music, Art"
"Musical, Theater","Musical Theater, Drag"
"Musical, Theater","Hip-hop, musical theater"
"Rock, Pop, Alternative","Pop, Alternative, R&B"
"Rock, Metal","Rock, Metal, Classical"
"Rock, Metal","Indie Rock, Metal"
Doom Metal,"Doom Metal, Yoga"
"R&B, Pop Rock, Classic Rock","Indie rock, Classic rock"
"Hard rock, heavy metal, Southern rock","Hard Rock, Heavy Metal, Southern Rock"
"Spoken word, Poetry","Spoken Word, Poetry, Music"
"Spoken word, Poetry",Spoken word poetry
"Spoken word, Poetry",Spoken Word Poetry
"Spoken word, Poetry","Spoken Word, Poetry, Comedy"
"Spoken word, Poetry","Spoken word, Poetry, Music, Comedy"
Pop punk,Pop Punk
Pop punk,Pop/Punk
Pop punk,Pop-punk
Pop punk,"Neon pop punk, Anthem emo"
"Rock, Punk, Pop, Not provided in source.","Pop, Not provided in source."
"Rock, Punk, Pop, Not provided in source.","Darkwave, Not provided in source."
"Rock, Punk, Pop, Not provided in source.","Rock, Pop, Not provided in source."
"Rock, Punk, Pop, Not provided in source.","Reggaeton, Rock, Pop, Not provided in source."
"Rock, Punk, Pop, Not provided in source.","Texican rock & roll, Not provided in source."
"Hindustani music, Indian classical","World music, Indian classical music"
"Irish dance, international dance, music","Irish Dance, International Dance"
"Drag, K-pop","Drag, Pop"
"Funk, Soul, Banda, Country, Reggae, Pop, Norteño, Comedy","Funk, Soul, Banda, Country, Reggae, Pop, Norteño"
"Literary Arts, Poetry, Film","Literary Arts, Poetry"
"Alternative Rock, Acoustic","Alternative rock, Acoustic"
"Alternative Rock, Acoustic","Rock, Acoustic"
"Dance, Music",Dance & Music
"Emo, Pop-punk","Emo, Pop Punk"
"Emo, Pop-punk",Emo / Pop-Punk
"Emo, Pop-punk","emo, pop-punk"
"Emo, Pop-punk","Emo, Pop-Punk"
"Jazz, Hip-Hop","Jazz, Hip-Hop, R&B"
"Jazz, Hip-Hop","Jazz, R&B, Hip-Hop, Pop"
"Jazz, Hip-Hop","Jazz, R&B, Hip-Hop"
"Jazz, Hip-Hop","Jazz, Hip Hop"
"Chamber music, classical","Chamber Music, Classical"
"Hardcore, Metal, Punk","Hardcore, Metal"
"Punk, Indie Rock","Pop punk, indie"
"Punk, Indie Rock","Pop-punk, Indie Rock"
"Punk, Indie Rock","Pop punk, Indie"
Art & Museums,"Art & Museums, Workshops"
Art & Museums,"Art & Museums, LGBTQ+"
Art History,"Art History, Archeology"
Art History,"Lecture, Art History"
"Poetry, Jazz","Poetry, Jazz, Blues"
"Hip Hop, Rap","Electronic, Hip-Hop/Rap"
"Hip Hop, Rap",Hip-Hop / Rap
"Hip Hop, Rap","Hip-Hop, Rap"
"Hip Hop, Rap",Hip-hop/Rap
"Hip Hop, Rap",Hip Hop/Rap
"Hip Hop, Rap","Hip-Hop/Rap, Jazz"
"Hip Hop, Rap","Hip-Hop/Rap, Comedy"
"Hip Hop, Rap","Hip-hop, Rap"
"Hip Hop, Rap","Hip-Hop/Rap, Indie Rock"
"Darkwave, Not provided in source.","Pop, Not provided in source."
"Darkwave, Not provided in source.","Rock, Pop, Not provided in source."
"Darkwave, Not provided in source.","Reggaeton, Rock, Pop, Not provided in source."
"Darkwave, Not provided in source.","Texican rock & roll, Not provided in source."
Pop-punk,Pop Punk
Pop-punk,Pop/Punk
Pop-punk,"Neon pop punk, Anthem emo"
Disco,"Disco, Occasionally"
Disco,disco
Disco,"R&B, Disco"
Art Exhibition,Art exhibition
"Experimental Rock, Punk",Experimental Rock
"Experimental Rock, Punk","Experimental, Rock"
Art-punk,art punk
Sketch Comedy,Sketch comedy
"Rock, Indie, Alternative","Alternative Rock, Rock"
"Rock, Indie, Alternative","K-pop, Pop"
"Rock, Indie, Alternative","Alternative Rock, Indie"
"Rock, Indie, Alternative",Indie / Alternative / Rock
"Rock, Indie, Alternative","Alternative Rock, Indie Rock, Pop"
"Rock, Indie, Alternative","Pop, K-Pop"
"Rock, Indie, Alternative","K-Pop, Pop"
"Rock, Indie, Alternative","Alternative Rock, Indie Rock"
"Rock, Indie, Alternative","Alternative rock, indie rock"
"Rock, Indie, Alternative","Pop Rock, Indie Pop"
"Rock, Indie, Alternative","K-Pop, R&B, Pop"
"Rock, Indie, Alternative","Pop, Indie"
"Rock, Indie, Alternative","Country Pop, Indie Pop"
"Rock, Indie, Alternative","Pop, Indie Pop"
"Rock, Indie, Alternative","Rock, Indie Pop"
"Rock, Indie, Alternative","Indie Rock, Indie Pop"
"Rock, Indie, Alternative","Alternative Rock, Indie Pop, Indie Rock"
"Rock, Indie, Alternative","Folk Rock, Indie Rock"
"Rock, Indie, Alternative",Indie pop/rock
"Rock, Indie, Alternative","Pop, Pop Punk"
"Rock, Indie, Alternative","Rock, Indie Rock"
"Rock, Indie, Alternative","Alternative, rock, indie"
"Rock, Indie, Alternative",Indie pop-rock
"Rock, Indie, Alternative","Folk-pop, Indie-pop"
"Rock, Indie, Alternative","Pop, K-pop, R&B"
"Rock, Indie, Alternative","Indie, Alternative"
"Rock, Indie, Alternative","Punk rock, Indie rock"
"Rock, Indie, Alternative","Alternative Rock, Indie Pop"
"Rock, Indie, Alternative","Rock, Indie & Alternative"
"Rock, Indie, Alternative","Pop, Indie-Rock"
"Rock, Indie, Alternative","K-pop, Pop Punk"
"Indie & Alt, Pop, Rock, Electronic",Alt-pop
"Indie & Alt, Pop, Rock, Electronic","Alt-pop, Rock"
"Indie & Alt, Pop, Rock, Electronic","Alt-pop, Pop"
"Indie & Alt, Pop, Rock, Electronic","Alternative, Alt-Pop"
"Indie & Alt, Pop, Rock, Electronic","Rap, Alt-pop"
"Indie & Alt, Pop, Rock, Electronic","Alt-pop, Rock, Electronic"
"Indie & Alt, Pop, Rock, Electronic","Electronic, Alt-pop"
"Post-Hardcore, Hardcore Punk, Rock",Hardcore / Punk / Rock
"Post-Hardcore, Hardcore Punk, Rock",Hardcore Punk
Nightlife,"Theater, Nightlife"
"Electronic, Synth, Rock",Electronic/Synth Rock
"Electronic, Synth, Rock","Electronic/Synth, Rock"
"Folk, Soul","Folk, Soul, R&B"
"Pop, Rock",Pop rock
"Pop, Rock","R&B, Pop, Rock"
"Pop, Rock",Pop/Rock
"Pop, Rock",Pop Rock
"Pop, Rock",Pop-Rock
"Music, Art, Culture",Art & Culture
"Music, Art, Culture","Art, Culture"
Rock & Roll,Rock ‘n Roll
Rock & Roll,Rock N Roll
Rock & Roll,Rock 'n' roll
"Parties, edm music","raves, parties, EDM, music"
"Tech House, House",Tech house
"Tech House, House","Techno, House, Tech House"
"Tech House, House",Tech House
"Tech House, House","house, tech-house"
"Tech House, House","Tech House, House, Techno"
"Garage rock, jazz rap, power pop-punk, lo-fi R&B","Garage rock, jazz rap, power pop-punk, lo-fi R&B."
"Food & Beverage, Not provided in source.","Food & Beverage, Performing Arts, Not provided in source."
"Pop, Electronic","Pop, Electronic, Classical"
"Punk rock, Hardcore","Punk Rock, Hardcore"
Literary Arts,"Literary, Arts"
Literary Arts,"Art, Literary Arts"
"Alternative, Metal, Hip Hop","alternative, metal, R&B, hip-hop"
"Alternative, Metal, Hip Hop","Alternative, R&B, Metal, Hip-Hop"
"Rock, Soul, R&B","R&B, Rock, Soul"
"R&B, Pop",Pop psicodélico
"R&B, Pop",POP
"R&B, Pop",Pop/R&B
"R&B, Pop","Pop, R&B"
"Comedy, Magic",Comedy Magic
"Comedy, Magic","Comedy, Magic, Variety"
"Country, Southern hip-hop, Rock","Country, Southern Hip-Hop"
"Country, Southern hip-hop, Rock","Country, Southern hip-hop"
"Metal, Thrash Metal","Heavy Metal, Thrash Metal"
"Metal, Thrash Metal",Thrash Metal
"Metal, Thrash Metal","Heavy metal, Thrash"
"Metal, Thrash Metal","Thrash, Metal"
"Art & Design, Exhibitions",Art & Design
"music performances, live music","Authors, Music & Performances"
"music performances, live music","music, performances, festivals"
"Rock, Pop, Funk, Soft Rock","Psychedelic, Soft Rock"
"Rock, Pop, Funk, Soft Rock","Pop, Soft Rock"
"Rock, Pop, Funk, Soft Rock","Soft Rock, Pop Rock"
"Rock, Pop, Funk, Soft Rock","Soft rock, pop, R&B"
Electronic Dance Music,Electronic dance music
"Americana, Alternative Rock","Americana, Alternative"
"Hood Rock, Go-Go",Go-go
"Hood Rock, Go-Go",Go Go
"Hood Rock, Go-Go","Jazz, Go-Go"
"Hood Rock, Go-Go",Go-Go
"Hood Rock, Go-Go","Spoken Word, Go-Go"
Traditional Irish music,Traditional Irish
Traditional Irish music,Traditional Irish Music
Literature (Not provided in source.),"Literature, Not provided in source."
"Alternative rock, reggae fusion","Alternative Rock, Reggae Fusion"
Pop & EDM,"K-Pop, EDM"
Contemporary Dance,contemporary dance
"Latin, Jazz",Latin Jazz
"Latin, Jazz",Latin jazz
music,"Music, Kindie"
music,Devotional Music
music,Music Creation
music,"Music, Parades"
music,Cafe Music
music,Vietnamese music
music,Handbell Music
"Art, Science","Music, Art, Science"
Club / DJ,"Club / DJ, Electronic"
Club / DJ,"Art, Club / DJ"
Jam band,"Jam Band, Live Music"
Jam band,"Psychedelic, Jam Band"
Jam band,Jam Band
Jam band,Jam / Jam Band / Rock
Jam band,"Gulf & Western, Jam Band"
Jam band,"Jam Band, Rock"
Jam band,"Jam band, Rock"
"Pop, Hip-Hop, Rock","Pop, Hip-Hop, Rock, Country"
"Pop, Hip-Hop, Rock","Pop, Hip-hop, Rock"
"Pop, Hip-Hop, Rock","Hip-hop, Rock"
"Pop, Hip-Hop, Rock","Hip-hop, Rock, Pop"
"Jazz, Hip-Hop, R&B","Jazz, R&B, Hip-Hop, Pop"
"Jazz, Hip-Hop, R&B","Jazz, R&B, Hip-Hop"
"Jazz, Hip-Hop, R&B","Jazz, Hip Hop"
"Alternative, Pop","Alternative, Pop Rock"
"Alternative, Pop",Alternative pop
"Alternative, Pop",Alternative Pop
"Alternative Rock, Indie Rock","Alternative Rock, Rock"
"Alternative Rock, Indie Rock","K-pop, Pop"
"Alternative Rock, Indie Rock","Alternative Rock, Indie"
"Alternative Rock, Indie Rock",Indie / Alternative / Rock
"Alternative Rock, Indie Rock","Alternative Rock, Indie Rock, Pop"
"Alternative Rock, Indie Rock","Pop, K-Pop"
"Alternative Rock, Indie Rock","K-Pop, Pop"
"Alternative Rock, Indie Rock","Alternative rock, indie rock"
"Alternative Rock, Indie Rock","Pop Rock, Indie Pop"
"Alternative Rock, Indie Rock","K-Pop, R&B, Pop"
"Alternative Rock, Indie Rock","Pop, Indie"
"Alternative Rock, Indie Rock","Country Pop, Indie Pop"
"Alternative Rock, Indie Rock","Pop, Indie Pop"
"Alternative Rock, Indie Rock","Rock, Indie Pop"
"Alternative Rock, Indie Rock","Indie Rock, Indie Pop"
"Alternative Rock, Indie Rock","Alternative Rock, Indie Pop, Indie Rock"
"Alternative Rock, Indie Rock","Folk Rock, Indie Rock"
"Alternative Rock, Indie Rock",Indie pop/rock
"Alternative Rock, Indie Rock","Pop, Pop Punk"
"Alternative Rock, Indie Rock","Rock, Indie Rock"
"Alternative Rock, Indie Rock","Alternative, rock, indie"
"Alternative Rock, Indie Rock",Indie pop-rock
"Alternative Rock, Indie Rock","Folk-pop, Indie-pop"
"Alternative Rock, Indie Rock","Pop, K-pop, R&B"
"Alternative Rock, Indie Rock","Indie, Alternative"
"Alternative Rock, Indie Rock","Punk rock, Indie rock"
"Alternative Rock, Indie Rock","Alternative Rock, Indie Pop"
"Alternative Rock, Indie Rock","Rock, Indie & Alternative"
"Alternative Rock, Indie Rock","Pop, Indie-Rock"
"Alternative Rock, Indie Rock","K-pop, Pop Punk"
"Pop, Not provided in source.","Rock, Pop, Not provided in source."
"Pop, Not provided in source.","Reggaeton, Rock, Pop, Not provided in source."
"Pop, Not provided in source.","Texican rock & roll, Not provided in source."
"music, poetry, comedy","Art, Music, Poetry, Comedy"
"music, poetry, comedy","Music, Poetry, Comedy"
"music, poetry, comedy","Art, Music, Poetry"
"Jazz, Go-Go",Go-go
"Jazz, Go-Go",Go Go
"Jazz, Go-Go",Go-Go
"Jazz, Go-Go","Spoken Word, Go-Go"
Gospel,"R&B, Gospel"
Gospel,Gospel-flavored blues
"Alt-pop, Rock",Alt-pop
"Alt-pop, Rock","Alt-pop, Pop"
"Alt-pop, Rock","Alternative, Alt-Pop"
"Alt-pop, Rock","Rap, Alt-pop"
"Alt-pop, Rock","Alt-pop, Rock, Electronic"
"Alt-pop, Rock","Electronic, Alt-pop"
"Comedy, Family Theater","Comedy, Family, Theater"
"Comedy, Family Theater",Family Theater
"Dancing, Live Music, DJ","Fundraiser, Dancing, Live Music, DJ"
Irish Music,"Live music, Irish music"
Irish Music,Irish music
Irish Music,"Irish Music, Dance"
Irish Music,"Irish, Music"
"Latin Music, Salsa","Latin music, Salsa"
"Latin Music, Salsa","Latin music, salsa"
"Indie-pop, R&B, Jazz","Indie Pop, Jazz"
"Hip-Hop/Rap, Comedy","Electronic, Hip-Hop/Rap"
"Hip-Hop/Rap, Comedy",Hip-Hop / Rap
"Hip-Hop/Rap, Comedy","Hip-Hop, Rap"
"Hip-Hop/Rap, Comedy",Hip-hop/Rap
"Hip-Hop/Rap, Comedy",Hip Hop/Rap
"Hip-Hop/Rap, Comedy","Hip-Hop/Rap, Jazz"
"Hip-Hop/Rap, Comedy","Hip-hop, Rap"
"Hip-Hop/Rap, Comedy","Hip-Hop/Rap, Indie Rock"
Alt-pop,"Alt-pop, Pop"
Alt-pop,"Alternative, Alt-Pop"
Alt-pop,"Rap, Alt-pop"
Alt-pop,"Alt-pop, Rock, Electronic"
Alt-pop,"Electronic, Alt-pop"
"emo, post-hardcore","Alternative, Emo, Post-Hardcore"
Horror,"Rock, Horror"
"Live Music, Club / DJ","Art, Live Music, Club/DJ"
"Live Music, Club / DJ","Live Music, Club / DJ, Comedy"
"Film, Noir",Film Noir
"Trap, Rap",Trap
"Trap, Rap","Dance, Trap"
"Trap, Rap","R&B, TRAP"
"Trap, Rap","R&B, Trap"
"Music, Storytime",Storytime
"Folk, Indie-Rock","Folk, Indie"
"Folk, Indie-Rock","Indie Folk, Indie Rock, Pop"
"Folk, Indie-Rock","Indie Folk, Indie Rock, Indie Alternative"
"Rock, Darkwave, Goth, Synth-pop","Rock, Darkwave, Goth, Synth-Pop"
"Tribute, New Wave",New Wave
Tech House,Tech house
Tech House,"Techno, House, Tech House"
Tech House,"house, tech-house"
Tech House,"Tech House, House, Techno"
"Punk, Pop Punk, Ska","Punk, Pop Punk, Ska Punk"
"Punk, Pop Punk, Ska","Punk, Pop-punk, Ska"
"R&B, soul","Soul, Inspirational"
"R&B, soul",R&B & Soul
"R&B, soul","R&B, Soul"
"R&B, soul","Soul, R&B"
"R&B, soul","Soul, Philly Soul"
"Folk & Blues, Indie & Alt","Rock, Folk & Blues, Indie & Alt"
"Music, Jazz, Classical, Pop","Jazz, Classical, Pop"
"Music, Jazz, Classical, Pop","Jazz, classical, pop"
"Rap, Pop",Cloud rap
"Rap, Pop","Comedy, Rap"
"Comedy, Parody","Comedy, Parody, Musical"
Blues Rock,Blues / Rock
Blues Rock,Blues/Rock
Blues Rock,Blues-Rock
Blues Rock,Blues-rock
Blues Rock,"Blues, Rock"
Blues Rock,"R&B, Blues-Rock"
Blues Rock,"Blues, Rock, R&B"
Blues Rock,"Blues rock, Album rock"
"Fine arts, Performing arts, Live music","Artistic, Fine Arts, Performing Arts"
Health & Wellness,"Dance, Health & Wellness"
Singer-Songwriter,Singer/Songwriter
Singer-Songwriter,Singer-songwriter
"Folk rock, Country","Jazz, Folk, Rock, Country"
"Folk rock, Country","Folk-rock, Country"
"house, tech-house",Tech house
"house, tech-house","Techno, House, Tech House"
"house, tech-house","Tech House, House, Techno"
"Americana, Country/Folk/Bluegrass","Americana, Country-Folk"
"Americana, Country/Folk/Bluegrass","Americana, Country, Folk, Rock"
"Americana, Country/Folk/Bluegrass","Americana, Country"
"Americana, Country/Folk/Bluegrass","Americana, country, folk, rock"
"Americana, Country/Folk/Bluegrass","Americana, Country, Folk"
"Pop, Hip-Hop","Pop, Hip-hop"
"Pop, Hip-Hop","K-pop, R&B, Hip-Hop"
Collage Art,"skincare, art, training"
Collage Art,"Art, Tattoos"
Collage Art,"Art, Paranormal"
Collage Art,"Art, Auction"
"Dance, Karaoke","Karaoke, Emo"
Indie funk-rock,"Indie funk-rock, R&B/Soul/Funk"
"Pop-punk, Rock","Pop, Punk Rock"
"Pop-punk, Rock","Pop Punk, Rock"
"Hip hop, R&B, Soul","Hip-hop, Soul, Funk, R&B"
"Hip hop, R&B, Soul","Jazz, Hip-Hop, R&B, Soul"
"Hip hop, R&B, Soul","Hip-hop, Soul"
Photography,"Film, Photography"
"Alternative Rock, Rock","K-pop, Pop"
"Alternative Rock, Rock","Alternative Rock, Indie"
"Alternative Rock, Rock",Indie / Alternative / Rock
"Alternative Rock, Rock","Alternative Rock, Indie Rock, Pop"
"Alternative Rock, Rock","Pop, K-Pop"
"Alternative Rock, Rock","K-Pop, Pop"
"Alternative Rock, Rock","Alternative rock, indie rock"
"Alternative Rock, Rock","Pop Rock, Indie Pop"
"Alternative Rock, Rock","K-Pop, R&B, Pop"
"Alternative Rock, Rock","Pop, Indie"
"Alternative Rock, Rock","Country Pop, Indie Pop"
"Alternative Rock, Rock","Pop, Indie Pop"
"Alternative Rock, Rock","Rock, Indie Pop"
"Alternative Rock, Rock","Indie Rock, Indie Pop"
"Alternative Rock, Rock","Alternative Rock, Indie Pop, Indie Rock"
"Alternative Rock, Rock","Folk Rock, Indie Rock"
"Alternative Rock, Rock",Indie pop/rock
"Alternative Rock, Rock","Pop, Pop Punk"
"Alternative Rock, Rock","Rock, Indie Rock"
"Alternative Rock, Rock","Alternative, rock, indie"
"Alternative Rock, Rock",Indie pop-rock
"Alternative Rock, Rock","Folk-pop, Indie-pop"
"Alternative Rock, Rock","Pop, K-pop, R&B"
"Alternative Rock, Rock","Indie, Alternative"
"Alternative Rock, Rock","Punk rock, Indie rock"
"Alternative Rock, Rock","Alternative Rock, Indie Pop"
"Alternative Rock, Rock","Rock, Indie & Alternative"
"Alternative Rock, Rock","Pop, Indie-Rock"
"Alternative Rock, Rock","K-pop, Pop Punk"
Bass house,Bass House
"Hip-hop, R&B, Soulection, House",Hip-Hop & R&B
"Hip-hop, R&B, Soulection, House",hip hop
"Hip-hop, R&B, Soulection, House","hip-hop, R&B"
"Hip-hop, R&B, Soulection, House","hip hop, R&B"
"Hip-hop, R&B, Soulection, House","Hip-Hop, Classical"
"Hip-hop, R&B, Soulection, House",Female hip-hop
"Hip-hop, R&B, Soulection, House","R&B, hip-hop"
"Hip-hop, R&B, Soulection, House",Hip hop
Folk Rock,"Folk, Rock"
Folk Rock,Folk-Rock
Folk Rock,Folk rock
Folk Rock,"Theater, Folk-Rock"
"Cumbia, Salsa, Rock en español","Cumbia, salsa, rock en español"
"Psychedelic, Soft Rock","Pop, Soft Rock"
"Psychedelic, Soft Rock","Soft Rock, Pop Rock"
"Psychedelic, Soft Rock","Soft rock, pop, R&B"
Concerts & Live Music,"Concerts / Live Music, Holiday"
Soul jazz,"Jazz, Soul Jazz"
Soul jazz,soul jazz
"Spoken word poetry, Not provided in source.","Spoken Word, Poetry, Not provided in source."
"Spoken word poetry, Not provided in source.","Storytelling, Poetry, Not provided in source."
Future Bass,"Electronic, Indie, Future Bass"
"Punk, Pop-punk, Ska","Punk, Pop Punk, Ska Punk"
Holiday music,Holiday Music
"Americana, Folk","Americana, Folk, Rock, Country"
"Americana, Folk","Americana, folk-rock"
"Americana, Folk","Americana, Folk, Folk Rock"
"Americana, Folk","Americana, Folk-Rock"
"House, Techno","House, Techno, Jazz"
"Reggae, Punk, Ska, Folk","Reggae, punk, ska, folk"
"Blues, Rock N Roll","Blues, Rock & Roll"
"Cultural, Folk",Cultural
Music Festival,"Live music, festival"
Music Festival,"Live music, Festival"
"Latin hits, Reggaeton, Hip-hop","Reggaeton, Hip Hop, Latin hits"
"Latin hits, Reggaeton, Hip-hop","Reggaeton, Hip Hop, Latin Hits"
